timestamp_ms,event,best_bid,best_ask,mid_price,last_trade_price,last_trade_qty,vwap,sma,rsi,signal,signal_reason
1772090021371,trade,68234.40,68234.41,68234.40,68234.40,0.000790,68234.40,68234.40,0.0,NONE,Price crossed VWAP downward
1772090021455,trade,68234.40,68234.41,68234.40,68234.40,0.039190,68234.40,68234.40,0.0,NONE,Price crossed VWAP downward
1772090021538,trade,68234.40,68234.41,68234.40,68234.40,0.039190,68234.40,68234.40,0.0,NONE,Price crossed VWAP downward
1772090021621,trade,68234.40,68234.41,68234.40,68234.40,0.039190,68234.40,68234.40,0.0,NONE,Price crossed VWAP upward
1772090021706,trade,68234.40,68234.41,68234.40,68234.40,0.000780,68234.40,68234.40,0.0,NONE,Price crossed VWAP upward
1772090021790,trade,68234.40,68234.41,68234.40,68234.40,0.000780,68234.40,68234.40,0.0,NONE,Price crossed VWAP upward
1772090021874,trade,68234.40,68234.41,68234.40,68234.40,0.000780,68234.40,68234.40,0.0,NONE,Price crossed VWAP upward
1772090021957,trade,68234.40,68234.41,68234.40,68234.40,0.000780,68234.40,68234.40,0.0,NONE,Price crossed VWAP upward
1772090022057,trade,68234.40,68234.41,68234.40,68234.40,0.000780,68234.40,68234.40,0.0,NONE,Price crossed VWAP upward
1772090022148,trade,68234.40,68234.41,68234.40,68234.40,0.000740,68234.40,68234.40,50.0,SELL,Price crossed VWAP downward
1772090022237,trade,68234.40,68234.41,68234.40,68234.40,0.000740,68234.40,68234.40,50.0,NONE,Price crossed VWAP downward
